selected_gene
ENSG00000000003
ENSG00000002549
ENSG00000002933
ENSG00000005059
ENSG00000005700
ENSG00000006704
ENSG00000011422
ENSG00000018280
ENSG00000019582
ENSG00000021355
ENSG00000022277
ENSG00000023171
ENSG00000023445
ENSG00000026950
ENSG00000029153
ENSG00000030110
ENSG00000033170
ENSG00000038945
ENSG00000041353
ENSG00000043039
ENSG00000043462
ENSG00000044574
ENSG00000054118
ENSG00000054793
ENSG00000060982
ENSG00000064652
ENSG00000066926
ENSG00000067057
ENSG00000067066
ENSG00000067225
ENSG00000068784
ENSG00000069966
ENSG00000070081
ENSG00000070731
ENSG00000071205
ENSG00000071575
ENSG00000072133
ENSG00000072134
ENSG00000072210
ENSG00000073861
ENSG00000074356
ENSG00000074695
ENSG00000074800
ENSG00000075223
ENSG00000075336
ENSG00000075618
ENSG00000075643
ENSG00000077150
ENSG00000078043
ENSG00000078699
ENSG00000079215
ENSG00000080189
ENSG00000080709
ENSG00000080986
ENSG00000083720
ENSG00000084652
ENSG00000088827
ENSG00000090339
ENSG00000090686
ENSG00000091542
ENSG00000092010
ENSG00000092853
ENSG00000093000
ENSG00000096968
ENSG00000099250
ENSG00000100003
ENSG00000100055
ENSG00000100336
ENSG00000100342
ENSG00000100344
ENSG00000100596
ENSG00000100644
ENSG00000100911
ENSG00000100982
ENSG00000100991
ENSG00000101019
ENSG00000101040
ENSG00000101076
ENSG00000101126
ENSG00000101146
ENSG00000101158
ENSG00000101161
ENSG00000101182
ENSG00000101193
ENSG00000101216
ENSG00000101337
ENSG00000101346
ENSG00000101391
ENSG00000101407
ENSG00000101417
ENSG00000101421
ENSG00000101464
ENSG00000101473
ENSG00000101544
ENSG00000101557
ENSG00000101558
ENSG00000101596
ENSG00000101624
ENSG00000101695
ENSG00000101773
ENSG00000101782
ENSG00000101850
ENSG00000102043
ENSG00000102445
ENSG00000102524
ENSG00000102934
ENSG00000103485
ENSG00000104213
ENSG00000104626
ENSG00000104756
ENSG00000104765
ENSG00000104953
ENSG00000105048
ENSG00000105649
ENSG00000106537
ENSG00000106541
ENSG00000106565
ENSG00000106605
ENSG00000106688
ENSG00000107099
ENSG00000107897
ENSG00000108771
ENSG00000109099
ENSG00000110446
ENSG00000110756
ENSG00000110841
ENSG00000110852
ENSG00000111331
ENSG00000111335
ENSG00000111674
ENSG00000111801
ENSG00000111860
ENSG00000112079
ENSG00000112414
ENSG00000112773
ENSG00000113448
ENSG00000113916
ENSG00000114013
ENSG00000115112
ENSG00000115165
ENSG00000115355
ENSG00000115415
ENSG00000115523
ENSG00000115648
ENSG00000116106
ENSG00000116237
ENSG00000116514
ENSG00000116701
ENSG00000117228
ENSG00000117525
ENSG00000117899
ENSG00000119042
ENSG00000119537
ENSG00000119541
ENSG00000119917
ENSG00000120875
ENSG00000121966
ENSG00000122884
ENSG00000123609
ENSG00000124160
ENSG00000124164
ENSG00000124214
ENSG00000124217
ENSG00000124226
ENSG00000124228
ENSG00000124496
ENSG00000124731
ENSG00000124920
ENSG00000125148
ENSG00000125347
ENSG00000125384
ENSG00000125657
ENSG00000125967
ENSG00000125970
ENSG00000125991
ENSG00000126003
ENSG00000126878
ENSG00000127831
ENSG00000128203
ENSG00000128283
ENSG00000128284
ENSG00000128335
ENSG00000128394
ENSG00000128791
ENSG00000128833
ENSG00000130303
ENSG00000130699
ENSG00000131043
ENSG00000131067
ENSG00000131196
ENSG00000131620
ENSG00000131773
ENSG00000131873
ENSG00000131979
ENSG00000132329
ENSG00000132801
ENSG00000132825
ENSG00000133131
ENSG00000133313
ENSG00000134109
ENSG00000134138
ENSG00000134215
ENSG00000134265
ENSG00000134440
ENSG00000134504
ENSG00000134539
ENSG00000134758
ENSG00000134759
ENSG00000134779
ENSG00000135047
ENSG00000135077
ENSG00000135439
ENSG00000135469
ENSG00000135740
ENSG00000135750
ENSG00000136026
ENSG00000136250
ENSG00000136541
ENSG00000136689
ENSG00000137203
ENSG00000137251
ENSG00000137275
ENSG00000137845
ENSG00000138074
ENSG00000138119
ENSG00000138496
ENSG00000138606
ENSG00000138735
ENSG00000139160
ENSG00000139540
ENSG00000139572
ENSG00000139800
ENSG00000140379
ENSG00000140463
ENSG00000140464
ENSG00000140471
ENSG00000140511
ENSG00000141380
ENSG00000141424
ENSG00000141429
ENSG00000141441
ENSG00000141446
ENSG00000141452
ENSG00000141458
ENSG00000141497
ENSG00000141574
ENSG00000141644
ENSG00000141664
ENSG00000141665
ENSG00000142583
ENSG00000142733
ENSG00000143013
ENSG00000143110
ENSG00000143226
ENSG00000143401
ENSG00000143702
ENSG00000144214
ENSG00000144852
ENSG00000145246
ENSG00000145632
ENSG00000145685
ENSG00000145779
ENSG00000145911
ENSG00000146054
ENSG00000146242
ENSG00000146409
ENSG00000147459
ENSG00000149600
ENSG00000149658
ENSG00000150337
ENSG00000150867
ENSG00000150961
ENSG00000151135
ENSG00000151689
ENSG00000151748
ENSG00000151929
ENSG00000152223
ENSG00000152234
ENSG00000152242
ENSG00000152767
ENSG00000152778
ENSG00000152784
ENSG00000153391
ENSG00000154059
ENSG00000154127
ENSG00000154451
ENSG00000154839
ENSG00000154845
ENSG00000155629
ENSG00000155926
ENSG00000156026
ENSG00000156587
ENSG00000156711
ENSG00000157613
ENSG00000157657
ENSG00000158201
ENSG00000158352
ENSG00000158480
ENSG00000159231
ENSG00000160789
ENSG00000161638
ENSG00000162419
ENSG00000162645
ENSG00000162676
ENSG00000162783
ENSG00000163082
ENSG00000163110
ENSG00000163297
ENSG00000163501
ENSG00000163565
ENSG00000163584
ENSG00000163659
ENSG00000163814
ENSG00000163840
ENSG00000164023
ENSG00000164070
ENSG00000164099
ENSG00000164466
ENSG00000164733
ENSG00000165556
ENSG00000165757
ENSG00000165929
ENSG00000166128
ENSG00000166130
ENSG00000166143
ENSG00000166148
ENSG00000166401
ENSG00000166510
ENSG00000166579
ENSG00000166913
ENSG00000166974
ENSG00000167034
ENSG00000167105
ENSG00000167646
ENSG00000167740
ENSG00000167772
ENSG00000167840
ENSG00000168243
ENSG00000168264
ENSG00000168612
ENSG00000169032
ENSG00000169118
ENSG00000169258
ENSG00000169403
ENSG00000169896
ENSG00000170113
ENSG00000170379
ENSG00000170458
ENSG00000170525
ENSG00000170542
ENSG00000170581
ENSG00000170677
ENSG00000170909
ENSG00000171314
ENSG00000171456
ENSG00000171488
ENSG00000171860
ENSG00000171928
ENSG00000171943
ENSG00000172315
ENSG00000172466
ENSG00000172575
ENSG00000173083
ENSG00000173193
ENSG00000173391
ENSG00000174365
ENSG00000174607
ENSG00000175329
ENSG00000175387
ENSG00000175509
ENSG00000176170
ENSG00000176532
ENSG00000176641
ENSG00000176890
ENSG00000176903
ENSG00000177294
ENSG00000177302
ENSG00000177370
ENSG00000177409
ENSG00000177575
ENSG00000177721
ENSG00000177738
ENSG00000177989
ENSG00000178458
ENSG00000179073
ENSG00000179148
ENSG00000180801
ENSG00000181222
ENSG00000181847
ENSG00000182648
ENSG00000183250
ENSG00000183621
ENSG00000183734
ENSG00000184371
ENSG00000184492
ENSG00000184661
ENSG00000184743
ENSG00000184979
ENSG00000185033
ENSG00000185215
ENSG00000185386
ENSG00000185442
ENSG00000185669
ENSG00000185880
ENSG00000186470
ENSG00000187474
ENSG00000187800
ENSG00000188373
ENSG00000188643
ENSG00000188766
ENSG00000189013
ENSG00000189280
ENSG00000196352
ENSG00000196684
ENSG00000196743
ENSG00000196792
ENSG00000196968
ENSG00000197016
ENSG00000197183
ENSG00000197279
ENSG00000197296
ENSG00000197405
ENSG00000197442
ENSG00000197646
ENSG00000197712
ENSG00000197971
ENSG00000198807
ENSG00000198964
ENSG00000203747
ENSG00000204103
ENSG00000204271
ENSG00000204287
ENSG00000204516
ENSG00000204577
ENSG00000204592
ENSG00000204634
ENSG00000204789
ENSG00000204991
ENSG00000205413
ENSG00000206075
ENSG00000213199
ENSG00000213700
ENSG00000214022
ENSG00000214078
ENSG00000214376
ENSG00000218358
ENSG00000219891
ENSG00000221818
ENSG00000221887
ENSG00000221947
ENSG00000221963
ENSG00000224189
ENSG00000225953
ENSG00000227359
ENSG00000229891
ENSG00000229950
ENSG00000231503
ENSG00000233818
ENSG00000235631
ENSG00000241186
ENSG00000241962
ENSG00000242247
ENSG00000244005
ENSG00000244405
ENSG00000244482
ENSG00000248278
ENSG00000248719
ENSG00000248898
ENSG00000250133
ENSG00000251442
ENSG00000254087
ENSG00000256643
ENSG00000257267
ENSG00000258227
ENSG00000260032
ENSG00000261327
ENSG00000261801
ENSG00000264247
ENSG00000266278
ENSG00000266783
ENSG00000267015
ENSG00000267493
ENSG00000267534
ENSG00000273893
ENSG00000274993
ENSG00000275302
ENSG00000275793
ENSG00000276070
ENSG00000276600
ENSG00000277534
ENSG00000278356
ENSG00000279443
