selected_gene
ENSG00000000003
ENSG00000000419
ENSG00000004399
ENSG00000005243
ENSG00000006704
ENSG00000010810
ENSG00000011028
ENSG00000011347
ENSG00000011422
ENSG00000011600
ENSG00000012779
ENSG00000015413
ENSG00000018280
ENSG00000020256
ENSG00000022277
ENSG00000023902
ENSG00000024422
ENSG00000025293
ENSG00000025772
ENSG00000026025
ENSG00000026652
ENSG00000030419
ENSG00000031081
ENSG00000033170
ENSG00000035862
ENSG00000038945
ENSG00000041353
ENSG00000050165
ENSG00000062282
ENSG00000066294
ENSG00000066336
ENSG00000066926
ENSG00000070770
ENSG00000071242
ENSG00000071282
ENSG00000072110
ENSG00000074047
ENSG00000077150
ENSG00000077549
ENSG00000077782
ENSG00000078098
ENSG00000078699
ENSG00000079215
ENSG00000080189
ENSG00000080839
ENSG00000081059
ENSG00000084636
ENSG00000085514
ENSG00000086991
ENSG00000087116
ENSG00000087586
ENSG00000088325
ENSG00000088356
ENSG00000089022
ENSG00000090339
ENSG00000091157
ENSG00000091262
ENSG00000095203
ENSG00000095970
ENSG00000099250
ENSG00000099998
ENSG00000100644
ENSG00000100647
ENSG00000100982
ENSG00000100983
ENSG00000100991
ENSG00000101019
ENSG00000101040
ENSG00000101049
ENSG00000101057
ENSG00000101076
ENSG00000101079
ENSG00000101104
ENSG00000101126
ENSG00000101134
ENSG00000101138
ENSG00000101146
ENSG00000101150
ENSG00000101152
ENSG00000101158
ENSG00000101161
ENSG00000101166
ENSG00000101181
ENSG00000101189
ENSG00000101190
ENSG00000101191
ENSG00000101193
ENSG00000101194
ENSG00000101199
ENSG00000101216
ENSG00000101294
ENSG00000101336
ENSG00000101337
ENSG00000101342
ENSG00000101346
ENSG00000101350
ENSG00000101367
ENSG00000101391
ENSG00000101407
ENSG00000101413
ENSG00000101417
ENSG00000101421
ENSG00000101442
ENSG00000101452
ENSG00000101460
ENSG00000101464
ENSG00000101473
ENSG00000101695
ENSG00000101850
ENSG00000102265
ENSG00000103423
ENSG00000103485
ENSG00000103876
ENSG00000104213
ENSG00000104415
ENSG00000106484
ENSG00000106624
ENSG00000107249
ENSG00000107731
ENSG00000108375
ENSG00000108773
ENSG00000108821
ENSG00000109099
ENSG00000109321
ENSG00000110079
ENSG00000110446
ENSG00000110841
ENSG00000111817
ENSG00000111859
ENSG00000112079
ENSG00000113140
ENSG00000113448
ENSG00000113721
ENSG00000113749
ENSG00000114013
ENSG00000114021
ENSG00000114353
ENSG00000114450
ENSG00000114541
ENSG00000114853
ENSG00000114859
ENSG00000114993
ENSG00000115109
ENSG00000115165
ENSG00000115226
ENSG00000115355
ENSG00000115648
ENSG00000116017
ENSG00000116106
ENSG00000116132
ENSG00000116701
ENSG00000116741
ENSG00000116771
ENSG00000116871
ENSG00000117069
ENSG00000117385
ENSG00000118523
ENSG00000118705
ENSG00000118707
ENSG00000119042
ENSG00000119138
ENSG00000119714
ENSG00000119866
ENSG00000120594
ENSG00000121297
ENSG00000121966
ENSG00000122641
ENSG00000122862
ENSG00000122863
ENSG00000123095
ENSG00000123096
ENSG00000123342
ENSG00000123500
ENSG00000124104
ENSG00000124120
ENSG00000124160
ENSG00000124164
ENSG00000124171
ENSG00000124172
ENSG00000124193
ENSG00000124198
ENSG00000124207
ENSG00000124214
ENSG00000124217
ENSG00000124222
ENSG00000124226
ENSG00000124228
ENSG00000124257
ENSG00000124357
ENSG00000124942
ENSG00000125384
ENSG00000125430
ENSG00000125967
ENSG00000125968
ENSG00000125970
ENSG00000125971
ENSG00000125977
ENSG00000126003
ENSG00000126705
ENSG00000127124
ENSG00000127831
ENSG00000128791
ENSG00000129116
ENSG00000129450
ENSG00000130052
ENSG00000130348
ENSG00000130508
ENSG00000130590
ENSG00000130592
ENSG00000130699
ENSG00000131043
ENSG00000131051
ENSG00000131196
ENSG00000131370
ENSG00000131459
ENSG00000131620
ENSG00000131773
ENSG00000132300
ENSG00000132437
ENSG00000132792
ENSG00000132801
ENSG00000132823
ENSG00000132825
ENSG00000132965
ENSG00000133110
ENSG00000133789
ENSG00000133874
ENSG00000134013
ENSG00000134030
ENSG00000134138
ENSG00000134215
ENSG00000134504
ENSG00000134668
ENSG00000134815
ENSG00000134954
ENSG00000135047
ENSG00000135077
ENSG00000135094
ENSG00000135185
ENSG00000135272
ENSG00000135632
ENSG00000136040
ENSG00000136235
ENSG00000136270
